,userid,itemid,labels
1650,318,474,1
1651,141,826,1
1652,269,13,1
1653,222,1044,1
1654,82,455,1
1655,279,254,1
1656,42,685,1
1657,145,1245,1
1658,184,161,1
1659,49,625,1
1660,177,243,1
1661,313,99,1
1662,32,290,1
1663,308,848,1
1664,145,448,1
1665,130,542,1
1666,130,806,1
1667,165,288,1
1668,249,255,1
1669,49,581,1
1670,195,300,1
1671,118,475,1
1672,130,316,1
1673,104,293,1
1674,201,1229,1
1675,142,82,1
1676,119,718,1
1677,303,94,1
1678,99,50,1
1679,306,14,1
1680,92,709,1
1681,227,295,1
1682,3,337,1
1683,94,820,1
1684,59,1107,1
1685,30,539,1
1686,262,821,1
1687,6,508,1
1688,311,716,1
1689,268,364,1
1690,262,553,1
1691,214,275,1
1692,16,56,1
1693,262,293,1
1694,293,132,1
1695,62,132,1
1696,94,346,1
1697,13,59,1
1698,240,313,1
1699,102,161,1
1700,83,301,1
1701,291,7,1
1702,312,28,1
1703,31,484,1
1704,291,70,1
1705,56,172,1
1706,109,588,1
1707,110,1246,1
1708,59,429,1
1709,246,1218,1
1710,65,196,1
1711,24,367,1
1712,92,115,1
1713,308,741,1
1714,301,660,1
1715,214,1129,1
1716,158,241,1
1717,269,674,1
1718,308,493,1
1719,32,151,1
1720,224,191,1
1721,215,423,1
1722,32,1012,1
1723,154,289,1
1724,201,509,1
1725,85,298,1
1726,180,68,1
1727,184,36,1
1728,188,218,1
1729,305,11,1
1730,144,508,1
1731,73,94,1
1732,194,205,1
1733,177,203,1
1734,276,273,1
1735,198,7,1
1736,108,290,1
1737,189,197,1
1738,73,56,1
1739,172,462,1
1740,120,546,1
1741,101,471,1
1742,5,102,1
1743,26,235,1
1744,268,1249,1
1745,276,773,1
1746,13,150,1
1747,7,401,1
1748,128,482,1
1749,104,7,1
1750,293,39,1
1751,256,25,1
1752,90,821,1
1753,275,69,1
1754,22,510,1
1755,312,494,1
1756,207,192,1
1757,264,504,1
1758,137,687,1
1759,185,740,1
1760,307,687,1
1761,42,176,1
1762,145,472,1
1763,189,634,1
1764,262,121,1
1765,251,148,1
1766,259,772,1
1767,239,58,1
1768,312,921,1
1769,92,15,1
1770,81,742,1
1771,311,419,1
1772,102,448,1
1773,249,746,1
1774,95,527,1
1775,19,655,1
1776,79,100,1
1777,189,751,1
1778,253,510,1
1779,201,919,1
1780,1,17,1
1781,214,42,1
1782,7,81,1
1783,234,132,1
1784,59,148,1
1785,13,354,1
1786,6,469,1
1787,82,14,1
1788,109,627,1
1789,305,50,1
1790,195,154,1
1791,277,279,1
1792,223,8,1
1793,92,81,1
1794,201,69,1
1795,94,58,1
1796,217,144,1
1797,244,148,1
1798,313,200,1
1799,181,874,1
1800,116,1216,1
1801,303,433,1
1802,117,151,1
1803,221,327,1
1804,46,307,1
1805,91,28,1
1806,151,317,1
1807,64,176,1
1808,90,553,1
1809,116,271,1
1810,291,1139,1
1811,62,111,1
1812,196,251,1
1813,303,120,1
1814,49,547,1
1815,307,1022,1
1816,303,176,1
1817,286,154,1
1818,291,501,1
1819,235,87,1
1820,254,379,1
1821,276,157,1
1822,135,1208,1
1823,57,243,1
1824,276,1157,1
1825,7,576,1
1826,250,404,1
1827,318,768,1
1828,234,808,1
1829,289,282,1
1830,87,1079,1
1831,50,823,1
1832,25,258,1
1833,18,496,1
1834,193,790,1
1835,263,510,1
1836,209,906,1
1837,207,716,1
1838,314,535,1
1839,250,338,1
1840,262,568,1
1841,95,172,1
1842,94,470,1
1843,59,583,1
1844,277,282,1
1845,303,1286,1
1846,271,714,1
1847,269,235,1
1848,148,140,1
1849,223,977,1
1850,210,357,1
1851,185,199,1
1852,174,80,1
1853,235,480,1
1854,276,939,1
1855,99,354,1
1856,308,163,1
1857,303,738,1
1858,224,873,1
1859,298,252,1
1860,44,208,1
1861,315,13,1
1862,215,197,1
1863,269,9,1
1864,42,195,1
1865,293,79,1
1866,246,68,1
1867,101,405,1
1868,92,665,1
1869,249,88,1
1870,60,525,1
1871,13,331,1
1872,271,750,1
1873,92,731,1
1874,254,188,1
1875,311,203,1
1876,263,197,1
1877,201,660,1
1878,279,79,1
1879,138,496,1
1880,209,251,1
1881,217,7,1
1882,261,340,1
1883,176,258,1
1884,303,1037,1
1885,81,169,1
1886,62,114,1
1887,72,530,1
1888,276,364,1
1889,88,750,1
1890,49,7,1
1891,263,117,1
1892,9,298,1
1893,92,528,1
1894,249,708,1
1895,262,754,1
1896,196,655,1
1897,207,1436,1
1898,256,771,1
1899,276,226,1
1900,134,313,1
1901,311,849,1
1902,181,1383,1
1903,203,148,1
1904,247,736,1
1905,313,745,1
1906,311,83,1
1907,251,1014,1
1908,227,411,1
1909,59,550,1
1910,201,206,1
1911,58,100,1
1912,249,723,1
1913,286,1316,1
1914,11,725,1
1915,7,228,1
1916,92,846,1
1917,160,56,1
1918,103,127,1
1919,11,110,1
1920,87,2,1
1921,45,763,1
1922,293,605,1
1923,291,732,1
1924,254,575,1
1925,49,334,1
1926,222,1284,1
1927,161,162,1
1928,268,1,1
1929,59,215,1
1930,177,209,1
1931,151,1298,1
1932,299,235,1
1933,29,332,1
1934,30,435,1
1935,297,182,1
1936,315,185,1
1937,23,172,1
1938,262,47,1
1939,321,496,1
1940,191,754,1
1941,106,778,1
1942,7,151,1
1943,178,678,1
1944,84,12,1
1945,94,168,1
1946,264,33,1
1947,239,529,1
1948,90,657,1
1949,261,875,1
1950,190,302,1
1951,112,289,1
1952,144,106,1
1953,199,258,1
1954,224,20,1
1955,85,501,1
1956,301,202,1
1957,145,743,1
1958,294,127,1
1959,130,206,1
1960,103,121,1
1961,152,412,1
1962,267,840,1
1963,286,231,1
1964,200,24,1
1965,5,211,1
1966,160,117,1
1967,6,357,1
1968,158,72,1
1969,297,736,1
1970,250,244,1
1971,57,760,1
1972,58,268,1
1973,23,1006,1
1974,301,1228,1
1975,307,265,1
1976,276,1095,1
1977,223,411,1
1978,92,24,1
1979,137,300,1
1980,164,117,1
1981,276,38,1
1982,213,294,1
1983,286,34,1
1984,232,197,1
1985,150,221,1
1986,21,103,1
1987,130,731,1
1988,222,441,1
1989,1,90,1
1990,189,1005,1
1991,49,38,1
1992,311,5,1
1993,36,307,1
1994,128,228,1
1995,151,89,1
1996,248,475,1
1997,95,1229,1
1998,213,609,1
1999,203,181,1
2000,308,863,1
2001,269,47,1
2002,198,100,1
2003,297,307,1
2004,305,189,1
2005,266,676,1
2006,197,229,1
2007,74,272,1
2008,127,294,1
2009,194,4,1
2010,177,56,1
2011,45,473,1
2012,57,28,1
2013,239,187,1
2014,268,94,1
2015,238,252,1
2016,201,1010,1
2017,131,1281,1
2018,270,97,1
2019,159,127,1
2020,230,202,1
2021,92,219,1
2022,318,356,1
2023,123,531,1
2024,267,403,1
2025,232,630,1
2026,5,382,1
2027,16,155,1
2028,180,762,1
2029,178,282,1
2030,319,313,1
2031,180,737,1
2032,270,736,1
2033,269,658,1
2034,293,496,1
2035,269,793,1
2036,54,685,1
2037,21,98,1
2038,303,209,1
2039,13,766,1
2040,314,95,1
2041,151,387,1
2042,230,378,1
2043,201,403,1
2044,95,1206,1
2045,270,370,1
2046,256,716,1
2047,80,582,1
2048,303,435,1
2049,312,121,1
2050,151,1006,1
2051,62,258,1
2052,189,1115,1
2053,77,195,1
2054,99,742,1
2055,291,1028,1
2056,293,748,1
2057,181,1342,1
2058,206,900,1
2059,83,338,1
2060,262,179,1
2061,253,216,1
2062,223,596,1
2063,108,50,1
2064,94,347,1
2065,293,779,1
2066,101,281,1
2067,267,980,1
2068,201,1245,1
2069,314,1263,1
2070,271,111,1
2071,314,276,1
2072,18,387,1
2073,207,4,1
2074,313,96,1
2075,21,299,1
2076,215,144,1
2077,279,1376,1
2078,234,1015,1
2079,296,248,1
2080,270,83,1
2081,210,161,1
2082,201,79,1
2083,5,376,1
2084,184,181,1
2085,104,411,1
2086,275,449,1
2087,185,269,1
2088,276,550,1
2089,279,1182,1
2090,216,69,1
2091,21,457,1
2092,16,471,1
2093,147,292,1
2094,291,250,1
2095,28,95,1
2096,29,539,1
2097,291,471,1
2098,7,580,1
2099,181,16,1
2100,297,218,1
2101,308,559,1
2102,87,211,1
2103,97,89,1
2104,21,596,1
2105,59,710,1
2106,238,756,1
2107,178,209,1
2108,186,470,1
2109,299,615,1
2110,10,504,1
2111,110,682,1
2112,109,101,1
2113,157,250,1
2114,267,386,1
2115,181,327,1
2116,207,87,1
2117,47,995,1
2118,148,114,1
2119,94,9,1
2120,60,222,1
2121,244,409,1
2122,276,246,1
2123,90,906,1
2124,234,20,1
2125,106,107,1
2126,216,697,1
2127,294,1199,1
2128,323,257,1
2129,140,268,1
2130,220,303,1
2131,67,64,1
2132,170,299,1
2133,230,142,1
2134,299,641,1
2135,7,581,1
2136,275,501,1
2137,44,250,1
2138,291,214,1
2139,11,741,1
2140,59,286,1
2141,174,395,1
2142,194,234,1
2143,57,204,1
2144,314,417,1
2145,201,197,1
2146,184,155,1
2147,194,792,1
2148,159,1037,1
2149,186,983,1
2150,181,979,1
2151,68,7,1
2152,286,721,1
2153,316,306,1
2154,280,781,1
2155,13,14,1
2156,211,127,1
2157,187,215,1
2158,71,134,1
2159,306,242,1
2160,64,684,1
2161,303,277,1
2162,198,135,1
2163,232,91,1
2164,98,47,1
2165,53,24,1
2166,299,971,1
2167,254,1116,1
2168,7,106,1
2169,12,300,1
2170,239,10,1
2171,238,111,1
2172,130,267,1
2173,90,662,1
2174,63,20,1
2175,40,268,1
2176,181,221,1
2177,298,152,1
2178,104,327,1
2179,42,185,1
2180,181,995,1
2181,258,288,1
2182,291,578,1
2183,148,70,1
2184,305,187,1
2185,184,71,1
2186,94,556,1
2187,158,1011,1
2188,7,528,1
2189,174,237,1
2190,158,190,1
2191,201,853,1
2192,276,43,1
2193,278,311,1
2194,229,347,1
2195,101,252,1
2196,63,1028,1
2197,275,520,1
2198,275,173,1
2199,62,1073,1
2200,230,234,1
2201,109,975,1
2202,73,357,1
2203,83,118,1
2204,4,361,1
2205,130,245,1
2206,64,778,1
2207,15,473,1
2208,244,89,1
2209,7,643,1
2210,219,347,1
2211,295,704,1
2212,293,288,1
2213,125,997,1
2214,279,487,1
2215,76,582,1
2216,272,48,1
2217,269,285,1
2218,244,380,1
2219,271,220,1
2220,321,287,1
2221,306,864,1
2222,224,332,1
2223,57,1047,1
2224,145,591,1
2225,85,277,1
2226,116,7,1
2227,52,95,1
2228,209,688,1
2229,145,260,1
2230,208,202,1
2231,160,187,1
2232,141,274,1
2233,260,990,1
2234,177,299,1
2235,82,231,1
2236,223,969,1
2237,107,271,1
2238,26,25,1
2239,297,1016,1
2240,244,167,1
2241,15,678,1
2242,286,709,1
2243,82,411,1
2244,167,364,1
2245,99,181,1
2246,56,196,1
2247,293,346,1
2248,7,650,1
2249,90,425,1
2250,228,475,1
2251,82,919,1
2252,43,151,1
2253,10,289,1
2254,197,515,1
2255,57,756,1
2256,246,82,1
2257,62,24,1
2258,323,223,1
2259,13,320,1
2260,268,63,1
2261,18,863,1
2262,271,410,1
2263,307,509,1
2264,54,298,1
2265,295,47,1
2266,194,237,1
2267,194,82,1
2268,311,385,1
2269,287,257,1
2270,290,82,1
2271,262,96,1
2272,279,491,1
2273,290,393,1
2274,145,393,1
2275,305,61,1
2276,269,156,1
2277,276,180,1
2278,323,298,1
2279,296,258,1
2280,18,965,1
2281,72,528,1
2282,224,949,1
2283,125,239,1
2284,244,652,1
2285,135,431,1
2286,138,211,1
2287,59,604,1
2288,221,1059,1
2289,13,451,1
2290,42,69,1
2291,10,340,1
2292,219,882,1
2293,60,604,1
2294,125,152,1
2295,63,50,1
2296,255,448,1
2297,311,172,1
2298,7,582,1
2299,7,127,1
2300,189,203,1
2301,59,470,1
2302,313,148,1
2303,234,161,1
2304,6,143,1
2305,305,960,1
2306,226,147,1
2307,204,340,1
2308,13,493,1
2309,186,281,1
2310,6,275,1
2311,269,82,1
2312,69,300,1
2313,259,959,1
2314,5,62,1
2315,181,1164,1
2316,135,449,1
2317,222,1207,1
2318,5,231,1
2319,286,258,1
2320,104,249,1
2321,303,65,1
2322,295,73,1
2323,201,686,1
2324,13,289,1
2325,184,100,1
2326,262,786,1
2327,234,614,1
2328,1,64,1
2329,325,485,1
2330,312,641,1
2331,207,810,1
2332,262,509,1
2333,239,478,1
2334,142,181,1
2335,296,242,1
2336,291,571,1
2337,13,488,1
2338,294,676,1
2339,69,174,1
2340,195,265,1
2341,121,509,1
2342,279,509,1
2343,49,17,1
2344,7,196,1
2345,280,472,1
2346,221,780,1
2347,175,96,1
2348,180,431,1
2349,311,1222,1
2350,44,120,1
2351,318,257,1
2352,59,588,1
2353,320,117,1
2354,256,939,1
2355,310,24,1
2356,236,265,1
2357,83,139,1
2358,280,128,1
2359,43,52,1
2360,18,494,1
2361,303,87,1
2362,91,427,1
2363,318,631,1
2364,275,258,1
2365,97,482,1
2366,174,160,1
2367,268,470,1
2368,188,769,1
2369,94,89,1
2370,7,44,1
2371,158,85,1
2372,256,765,1
2373,221,69,1
2374,196,67,1
2375,232,175,1
2376,159,685,1
2377,99,182,1
2378,175,71,1
2379,254,624,1
2380,326,22,1
2381,303,291,1
2382,270,53,1
2383,181,1001,1
2384,254,418,1
2385,56,235,1
2386,11,190,1
2387,162,181,1
2388,117,829,1
2389,268,52,1
2390,320,177,1
2391,6,294,1
2392,210,380,1
2393,151,969,1
2394,42,684,1
2395,62,365,1
2396,207,121,1
2397,59,70,1
2398,26,455,1
2399,234,705,1
2400,270,466,1
2401,97,484,1
2402,11,660,1
2403,5,377,1
2404,56,797,1
2405,305,923,1
2406,173,286,1
2407,67,1095,1
2408,213,12,1
2409,268,684,1
2410,36,883,1
2411,100,321,1
2412,269,729,1
2413,131,100,1
2414,308,298,1
2415,14,709,1
2416,284,305,1
2417,191,752,1
2418,222,29,1
2419,201,421,1
2420,207,864,1
2421,303,1315,1
2422,52,1086,1
2423,305,529,1
2424,223,318,1
2425,22,79,1
2426,137,546,1
2427,292,328,1
2428,249,11,1
2429,269,616,1
2430,197,294,1
2431,42,603,1
2432,26,1016,1
2433,7,560,1
2434,193,435,1
2435,7,559,1
2436,299,186,1
2437,115,127,1
2438,59,433,1
2439,217,22,1
2440,279,709,1
2441,257,345,1
2442,279,789,1
2443,279,919,1
2444,63,222,1
2445,178,73,1
2446,90,1194,1
2447,111,313,1
2448,13,848,1
2449,94,625,1
2450,59,496,1
2451,179,905,1
2452,303,302,1
2453,299,516,1
2454,10,505,1
2455,62,464,1
2456,56,69,1
2457,92,289,1
2458,308,378,1
2459,13,144,1
2460,181,1348,1
2461,15,932,1
2462,244,155,1
2463,234,233,1
2464,15,127,1
2465,110,1179,1
2466,181,302,1
2467,236,313,1
2468,310,536,1
2469,37,55,1
2470,234,617,1
2471,303,369,1
2472,75,409,1
2473,197,518,1
2474,314,692,1
2475,187,523,1
2476,151,402,1
2477,268,264,1
2478,224,215,1
2479,292,195,1
2480,16,191,1
2481,99,597,1
2482,234,482,1
2483,303,323,1
2484,233,99,1
2485,66,249,1
2486,280,204,1
2487,301,174,1
2488,92,1142,1
2489,99,410,1
2490,221,1250,1
2491,97,98,1
2492,313,673,1
2493,58,109,1
2494,270,781,1
2495,13,476,1
2496,189,1,1
2497,67,147,1
2498,234,50,1
2499,40,880,1
2500,294,222,1
2501,293,629,1
2502,7,241,1
2503,87,775,1
2504,314,1289,1
2505,131,750,1
2506,296,48,1
2507,81,3,1
2508,151,186,1
2509,57,926,1
2510,234,134,1
2511,53,174,1
2512,280,544,1
2513,123,135,1
2514,109,797,1
2515,96,479,1
2516,236,286,1
2517,201,313,1
2518,174,471,1
2519,130,931,1
2520,151,15,1
2521,90,529,1
2522,59,12,1
2523,3,343,1
2524,310,845,1
2525,224,658,1
2526,4,357,1
2527,25,615,1
2528,11,517,1
2529,298,91,1
2530,59,170,1
2531,147,305,1
2532,314,1518,1
2533,256,413,1
2534,234,618,1
2535,246,8,1
2536,255,678,1
2537,92,106,1
2538,272,127,1
2539,104,269,1
2540,276,406,1
2541,276,34,1
2542,97,50,1
2543,150,121,1
2544,14,530,1
2545,23,170,1
2546,13,97,1
2547,165,325,1
2548,244,7,1
2549,95,416,1
2550,28,98,1
2551,259,269,1
2552,82,596,1
2553,28,173,1
2554,94,455,1
2555,276,384,1
2556,298,8,1
2557,151,210,1
2558,77,238,1
2559,200,241,1
2560,201,405,1
2561,193,332,1
2562,38,139,1
2563,291,226,1
2564,113,326,1
2565,313,191,1
2566,207,531,1
2567,214,151,1
2568,44,123,1
2569,18,154,1
2570,297,628,1
2571,279,116,1
2572,7,28,1
2573,115,92,1
2574,308,581,1
2575,62,138,1
2576,81,824,1
2577,293,1161,1
2578,13,781,1
2579,13,338,1
2580,41,28,1
2581,280,554,1
2582,287,249,1
2583,117,50,1
2584,178,106,1
2585,201,117,1
2586,256,1057,1
2587,221,204,1
2588,318,659,1
2589,262,11,1
2590,154,488,1
2591,186,385,1
2592,303,1095,1
2593,302,323,1
2594,198,179,1
2595,99,168,1
2596,229,313,1
2597,126,262,1
2598,72,226,1
2599,109,31,1
2600,34,242,1
2601,173,323,1
2602,156,276,1
2603,122,215,1
2604,276,583,1
2605,224,528,1
2606,208,88,1
2607,295,483,1
2608,279,65,1
2609,43,64,1
2610,89,197,1
2611,308,435,1
2612,315,305,1
2613,42,1041,1
2614,164,299,1
2615,7,153,1
2616,93,412,1
2617,125,1180,1
2618,70,50,1
2619,177,960,1
2620,75,476,1
2621,62,401,1
2622,130,366,1
2623,312,228,1
2624,158,414,1
2625,279,42,1
2626,210,58,1
2627,43,66,1
2628,151,490,1
2629,293,665,1
2630,293,36,1
2631,102,405,1
2632,276,291,1
2633,21,839,1
2634,194,663,1
2635,38,432,1
2636,92,453,1
2637,311,180,1
2638,198,214,1
2639,82,661,1
2640,267,238,1
2641,291,466,1
2642,151,692,1
2643,60,47,1
2644,92,79,1
2645,97,115,1
2646,314,1218,1
2647,319,338,1
2648,5,407,1
2649,15,685,1
2650,99,204,1
2651,123,192,1
2652,47,340,1
2653,222,135,1
2654,224,149,1
2655,58,284,1
2656,320,294,1
2657,268,135,1
2658,83,640,1
2659,106,692,1
2660,287,11,1
2661,305,186,1
2662,181,1320,1
2663,49,49,1
2664,6,221,1
2665,85,647,1
2666,128,736,1
2667,279,827,1
2668,271,630,1
2669,303,748,1
2670,249,124,1
2671,280,693,1
2672,207,827,1
2673,60,616,1
2674,21,184,1
2675,286,628,1
2676,145,183,1
2677,311,28,1
2678,25,228,1
2679,76,92,1
2680,246,406,1
2681,201,292,1
2682,235,647,1
2683,286,133,1
2684,48,174,1
2685,144,685,1
2686,5,24,1
2687,85,272,1
2688,286,7,1
2689,64,93,1
2690,151,429,1
2691,191,301,1
2692,287,56,1
2693,96,153,1
2694,125,615,1
2695,150,100,1
2696,93,15,1
2697,84,528,1
2698,318,50,1
2699,13,167,1
2700,213,471,1
2701,178,234,1
2702,128,418,1
2703,195,496,1
2704,13,570,1
2705,276,843,1
2706,54,268,1
2707,305,347,1
2708,14,474,1
2709,18,58,1
2710,263,921,1
2711,289,849,1
2712,194,321,1
2713,11,746,1
2714,298,842,1
2715,56,215,1
2716,13,844,1
2717,38,465,1
2718,308,165,1
2719,214,652,1
2720,102,300,1
2721,7,420,1
2722,61,328,1
2723,307,100,1
2724,21,590,1
2725,311,68,1
2726,95,1230,1
2727,303,182,1
2728,145,13,1
2729,50,253,1
2730,194,530,1
2731,145,1,1
2732,222,157,1
2733,7,188,1
2734,109,100,1
2735,90,631,1
2736,7,78,1
2737,181,1324,1
2738,201,332,1
2739,13,685,1
2740,82,73,1
2741,267,423,1
2742,194,1206,1
2743,269,106,1
2744,99,895,1
2745,235,1149,1
2746,200,665,1
2747,312,188,1
2748,145,50,1
2749,234,71,1
2750,213,48,1
2751,244,216,1
2752,316,588,1
2753,85,175,1
2754,124,50,1
2755,137,237,1
2756,13,567,1
2757,151,162,1
2758,187,116,1
2759,193,554,1
2760,49,741,1
2761,291,54,1
2762,316,292,1
2763,271,514,1
2764,194,404,1
2765,268,721,1
2766,277,1197,1
2767,301,606,1
2768,89,1048,1
2769,253,50,1
2770,102,732,1
2771,311,662,1
2772,201,943,1
2773,246,816,1
2774,172,488,1
2775,280,38,1
2776,43,1057,1
2777,311,661,1
2778,59,287,1
2779,268,83,1
2780,315,651,1
2781,145,299,1
2782,248,174,1
2783,327,191,1
2784,268,672,1
2785,297,286,1
2786,295,151,1
2787,13,877,1
2788,70,584,1
2789,145,460,1
2790,275,176,1
2791,48,259,1
2792,235,419,1
2793,83,413,1
2794,147,258,1
2795,92,521,1
2796,246,728,1
2797,43,284,1
2798,207,203,1
2799,234,485,1
2800,201,587,1
2801,286,689,1
2802,69,12,1
2803,237,494,1
2804,85,133,1
2805,276,85,1
2806,311,366,1
2807,320,399,1
2808,114,175,1
2809,42,121,1
2810,7,680,1
2811,154,302,1
2812,106,660,1
2813,313,71,1
2814,90,526,1
2815,94,186,1
2816,224,43,1
2817,44,230,1
2818,229,315,1
2819,151,480,1
2820,311,505,1
2821,320,202,1
2822,113,329,1
2823,255,859,1
2824,193,827,1
2825,276,789,1
2826,259,750,1
2827,204,172,1
2828,78,412,1
2829,85,98,1
2830,279,393,1
2831,222,323,1
2832,288,127,1
2833,42,606,1
2834,25,729,1
2835,119,213,1
2836,116,185,1
2837,123,13,1
2838,315,657,1
2839,142,243,1
2840,13,480,1
2841,201,326,1
2842,43,631,1
2843,195,387,1
2844,95,174,1
2845,130,332,1
2846,233,482,1
2847,44,530,1
2848,292,86,1
2849,176,294,1
2850,157,405,1
2851,207,787,1
2852,239,204,1
2853,251,144,1
2854,269,923,1
2855,178,148,1
2856,138,121,1
2857,30,82,1
2858,302,245,1
2859,34,690,1
2860,292,276,1
2861,271,11,1
2862,69,175,1
2863,42,456,1
2864,311,568,1
2865,183,241,1
2866,269,411,1
2867,288,196,1
2868,268,42,1
2869,308,634,1
2870,308,166,1
2871,57,831,1
2872,207,410,1
2873,271,211,1
2874,16,144,1
2875,90,603,1
2876,209,408,1
2877,299,238,1
2878,279,1228,1
2879,128,140,1
2880,307,173,1
2881,167,392,1
2882,22,791,1
2883,291,159,1
2884,194,705,1
2885,10,489,1
2886,95,128,1
2887,10,657,1
2888,59,855,1
2889,124,11,1
2890,7,133,1
2891,256,692,1
2892,85,629,1
2893,271,1266,1
2894,276,1416,1
2895,155,988,1
2896,318,476,1
2897,307,258,1
2898,28,7,1
2899,236,729,1
2900,38,672,1
2901,7,93,1
2902,255,217,1
2903,184,729,1
2904,154,175,1
2905,311,403,1
2906,116,301,1
2907,94,229,1
2908,221,508,1
2909,95,636,1
2910,44,56,1
2911,305,203,1
2912,207,508,1
2913,130,161,1
2914,98,163,1
2915,328,9,1
2916,178,218,1
2917,293,293,1
2918,162,742,1
2919,128,79,1
2920,307,1411,1
2921,269,514,1
2922,195,186,1
2923,327,533,1
2924,189,91,1
2925,206,1394,1
2926,95,143,1
2927,31,682,1
2928,94,157,1
2929,73,588,1
2930,256,819,1
2931,291,366,1
2932,222,153,1
2933,207,98,1
2934,222,298,1
2935,286,151,1
2936,116,262,1
2937,7,174,1
2938,148,495,1
2939,311,495,1
2940,178,255,1
2941,181,597,1
2942,123,847,1
2943,291,77,1
2944,237,528,1
2945,140,301,1
2946,290,222,1
2947,177,79,1
2948,65,202,1
2949,311,181,1
2950,125,796,1
2951,77,168,1
2952,58,960,1
2953,117,405,1
2954,248,127,1
2955,5,423,1
2956,254,286,1
2957,289,7,1
2958,241,294,1
2959,213,690,1
2960,99,508,1
2961,275,523,1
2962,168,284,1
2963,28,380,1
2964,144,31,1
2965,198,651,1
2966,181,1093,1
2967,221,268,1
2968,267,739,1
